                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                 1.2883,                 1.0432,                 1.0579,                0.40735,                0.70064,                0.37486,                0.30046,                0.72274,                 1.0154,                0.85435,              0.0010669,              0.0010669,              0.0010669
                    150,                  1.267,                0.99323,                 1.0417,                0.40019,                 0.6684,                0.36685,                0.29436,                0.73303,                 1.0113,                0.85512,              0.0010656,              0.0010656,              0.0010656
                    151,                 1.2668,                 1.0006,                 1.0489,                0.40375,                0.67976,                 0.3706,                0.29549,                0.82896,                 1.0463,                0.86876,              0.0010644,              0.0010644,              0.0010644
                    152,                 1.2859,                0.99334,                 1.0448,                0.38162,                0.69069,                 0.3438,                0.27066,                0.86356,                 1.0691,                0.87501,              0.0010631,              0.0010631,              0.0010631
                    153,                 1.2774,                0.99606,                 1.0461,                0.36468,                0.64991,                0.33411,                 0.2666,                0.78072,                 1.0779,                0.86578,              0.0010619,              0.0010619,              0.0010619
                    154,                  1.273,                0.99075,                 1.0499,                0.39318,                0.69013,                0.36015,                0.29308,                0.74741,                 1.0653,                0.86061,              0.0010607,              0.0010607,              0.0010607
                    155,                 1.2506,                0.96893,                 1.0339,                0.39872,                0.68824,                0.35819,                0.28679,                0.79436,                 1.0289,                0.86511,              0.0010594,              0.0010594,              0.0010594
                    156,                 1.2667,                0.96426,                 1.0395,                0.39655,                0.68612,                0.33596,                0.26593,                0.80678,                  1.051,                0.86901,              0.0010582,              0.0010582,              0.0010582
                    157,                 1.2509,                0.96701,                 1.0398,                0.34969,                0.63724,                0.30477,                0.23529,                0.81341,                 1.0863,                0.87007,               0.001057,               0.001057,               0.001057
                    158,                 1.2173,                0.98883,                 1.0323,                 0.3582,                0.65022,                0.32375,                0.25682,                0.76841,                 1.0715,                0.87088,              0.0010557,              0.0010557,              0.0010557
                    159,                 1.2318,                0.94621,                 1.0309,                0.38445,                0.66285,                0.34314,                0.27167,                0.77318,                 1.0218,                0.86478,              0.0010545,              0.0010545,              0.0010545
                    160,                 1.2446,                0.95588,                 1.0319,                0.36239,                0.63616,                 0.3318,                0.26244,                0.76997,                 1.0461,                0.87404,              0.0010532,              0.0010532,              0.0010532
                    161,                 1.2633,                0.98045,                 1.0352,                0.34452,                0.61066,                0.31016,                0.22857,                0.98185,                 1.0884,                0.90064,               0.001052,               0.001052,               0.001052
                    162,                 1.2383,                 0.9822,                 1.0346,                0.36164,                 0.6417,                 0.3215,                0.25327,                0.76471,                  1.087,                0.87619,              0.0010508,              0.0010508,              0.0010508
                    163,                 1.2572,                0.95382,                 1.0314,                 0.3695,                0.65577,                0.33224,                0.25723,                0.79043,                 1.0976,                0.86646,              0.0010495,              0.0010495,              0.0010495
                    164,                  1.227,                0.95851,                 1.0224,                 0.3703,                0.66698,                0.32995,                0.25577,                0.81106,                 1.0617,                0.87157,              0.0010483,              0.0010483,              0.0010483
                    165,                 1.2321,                0.94241,                  1.032,                0.37102,                0.66485,                0.32969,                0.26348,                0.75293,                  1.088,                0.86111,               0.001047,               0.001047,               0.001047
                    166,                 1.2468,                0.96022,                   1.04,                0.40448,                0.68057,                0.35333,                0.28079,                0.77269,                 1.0864,                0.86168,              0.0010458,              0.0010458,              0.0010458
                    167,                 1.2477,                0.97206,                 1.0406,                0.38181,                0.69162,                0.34793,                0.27915,                 0.7526,                  1.113,                0.86502,              0.0010446,              0.0010446,              0.0010446
                    168,                  1.251,                0.96091,                 1.0272,                0.39415,                0.68405,                0.35099,                0.26356,                0.96273,                 1.1026,                0.88207,              0.0010433,              0.0010433,              0.0010433
                    169,                 1.2693,                0.95615,                 1.0367,                0.38315,                 0.6684,                0.33232,                0.26217,                0.83633,                 1.0361,                0.86464,              0.0010421,              0.0010421,              0.0010421
                    170,                 1.2575,                0.95306,                 1.0362,                0.38073,                0.66639,                0.33332,                0.26519,                0.77061,                 1.0158,                0.85937,              0.0010409,              0.0010409,              0.0010409
                    171,                 1.2153,                 0.9461,                 1.0302,                0.35999,                 0.6473,                0.32465,                 0.2543,                0.84582,                 1.0539,                0.85766,              0.0010396,              0.0010396,              0.0010396
                    172,                  1.213,                0.92486,                 1.0198,                0.38258,                0.67726,                0.35057,                0.26319,                 0.8825,                 1.0285,                0.86301,              0.0010384,              0.0010384,              0.0010384
                    173,                 1.2296,                0.93862,                 1.0287,                0.39456,                0.67737,                0.35646,                0.28259,                0.72911,                  1.004,                0.85522,              0.0010372,              0.0010372,              0.0010372
                    174,                  1.202,                0.91683,                 1.0239,                0.41292,                0.68623,                0.36409,                0.28657,                0.79419,                 1.0381,                 0.8621,              0.0010359,              0.0010359,              0.0010359
                    175,                 1.1886,                 0.9044,                 1.0125,                0.38151,                 0.6684,                0.34353,                0.26682,                0.82446,                 1.0462,                0.86861,              0.0010347,              0.0010347,              0.0010347
                    176,                 1.2132,                0.93036,                 1.0217,                0.37141,                 0.6723,                0.33746,                0.27341,                0.75963,                 1.0442,                 0.8523,              0.0010334,              0.0010334,              0.0010334
                    177,                 1.2012,                 0.9107,                 1.0202,                0.38003,                0.66143,                0.33262,                0.27357,                0.75309,                  1.026,                0.84673,              0.0010322,              0.0010322,              0.0010322
                    178,                 1.2075,                0.92872,                 1.0203,                 0.4043,                0.68552,                0.34479,                0.28046,                0.75456,                 1.0402,                0.85866,               0.001031,               0.001031,               0.001031
                    179,                 1.2078,                0.93166,                 1.0318,                0.40191,                0.68836,                0.35869,                0.28291,                0.82997,                 1.0283,                 0.8606,              0.0010297,              0.0010297,              0.0010297
                    180,                 1.2175,                0.92006,                 1.0225,                0.38362,                0.65187,                0.32487,                0.24158,                0.82313,                 1.0927,                 0.8675,              0.0010285,              0.0010285,              0.0010285
                    181,                 1.2139,                0.91275,                 1.0304,                0.37755,                0.66498,                0.32977,                0.26231,                 0.7407,                 1.0544,                0.86211,              0.0010273,              0.0010273,              0.0010273
                    182,                 1.1845,                0.91217,                 1.0183,                0.36074,                0.65542,                 0.3287,                0.24877,                0.83301,                 1.1714,                0.87466,               0.001026,               0.001026,               0.001026
                    183,                 1.1669,                0.90113,                 1.0151,                0.39498,                 0.6821,                 0.3501,                0.27306,                0.76807,                  1.059,                0.86368,              0.0010248,              0.0010248,              0.0010248
                    184,                 1.1986,                0.90912,                 1.0178,                 0.4079,                0.68966,                0.35884,                0.26759,                0.80488,                 1.0531,                0.87529,              0.0010235,              0.0010235,              0.0010235
                    185,                 1.1953,                0.89992,                 1.0093,                0.39617,                0.67959,                0.35457,                0.26435,                 0.8014,                 1.0615,                0.88687,              0.0010223,              0.0010223,              0.0010223
                    186,                 1.2097,                0.92697,                 1.0259,                 0.3933,                0.66944,                0.34889,                0.27665,                0.75756,                 1.0491,                0.86197,              0.0010211,              0.0010211,              0.0010211
                    187,                 1.2119,                0.92376,                 1.0148,                0.41845,                0.69367,                  0.367,                0.27653,                0.87707,                 1.0371,                0.86251,              0.0010198,              0.0010198,              0.0010198
                    188,                 1.2149,                0.92023,                 1.0188,                0.38286,                0.68246,                0.34028,                0.27582,                0.74664,                 1.0384,                0.85717,              0.0010186,              0.0010186,              0.0010186
                    189,                 1.1892,                0.92469,                 1.0233,                0.38031,                0.66427,                0.33809,                0.27009,                0.73513,                 1.0271,                0.86608,              0.0010173,              0.0010173,              0.0010173
                    190,                 1.1858,                 0.9195,                 1.0115,                0.38518,                0.66769,                0.34469,                0.27799,                0.73342,                0.99862,                0.86313,              0.0010161,              0.0010161,              0.0010161
                    191,                 1.1822,                0.89014,                 1.0104,                0.39371,                0.66888,                0.33304,                0.25367,                0.84626,                  1.061,                0.87768,              0.0010149,              0.0010149,              0.0010149
                    192,                 1.2067,                0.92559,                 1.0199,                0.38929,                0.66769,                0.32934,                0.26137,                0.76052,                 1.0344,                0.86175,              0.0010136,              0.0010136,              0.0010136
                    193,                 1.1982,                0.89963,                 1.0168,                0.36973,                0.64853,                0.32825,                0.26098,                0.76988,                 1.0294,                 0.8563,              0.0010124,              0.0010124,              0.0010124
                    194,                 1.1653,                0.89482,                 1.0112,                 0.3905,                0.65486,                 0.3425,                0.26592,                 0.8183,                 1.1028,                0.86748,              0.0010112,              0.0010112,              0.0010112
                    195,                  1.192,                 0.9006,                 1.0195,                0.40118,                0.69036,                0.34975,                 0.2757,                  0.769,                 1.0528,                0.86828,              0.0010099,              0.0010099,              0.0010099
                    196,                 1.1631,                0.88578,                 1.0107,                0.38914,                0.67127,                0.35807,                0.28592,                 0.7324,                 1.0802,                0.85471,              0.0010087,              0.0010087,              0.0010087
                    197,                 1.1614,                0.90493,                 1.0054,                0.36211,                0.64998,                0.32929,                0.26008,                 0.7852,                 1.0439,                0.85812,              0.0010075,              0.0010075,              0.0010075
                    198,                 1.1656,                0.88249,                 1.0104,                0.36931,                0.65872,                 0.3189,                0.25122,                0.76961,                 1.0537,                0.85998,              0.0010062,              0.0010062,              0.0010062
                    199,                  1.184,                0.90552,                  1.009,                0.38917,                0.68045,                0.34767,                0.28699,                0.71067,                 1.0321,                0.84869,               0.001005,               0.001005,               0.001005
                    200,                 1.1988,                0.89598,                 1.0212,                0.39242,                0.67726,                0.34575,                0.28404,                0.69892,                 1.0491,                0.84919,              0.0010037,              0.0010037,              0.0010037
                    201,                 1.1751,                0.88289,                 1.0056,                0.37192,                0.66155,                0.33726,                0.27296,                0.72571,                 1.0643,                0.85739,              0.0010025,              0.0010025,              0.0010025
                    202,                 1.1629,                0.88147,                 1.0091,                0.37541,                0.68175,                0.34466,                0.26693,                0.79935,                 1.0705,                0.87031,              0.0010013,              0.0010013,              0.0010013
                    203,                  1.169,                0.90056,                 1.0097,                0.36309,                0.64821,                0.33852,                0.27308,                0.74378,                 1.0732,                0.86735,                  0.001,                  0.001,                  0.001
                    204,                 1.1342,                0.86689,                0.99425,                0.37843,                0.65285,                0.33657,                0.26915,                0.73356,                 1.0289,                0.85867,             0.00099879,             0.00099879,             0.00099879
                    205,                 1.1748,                0.89076,                 1.0125,                0.41534,                0.65946,                0.36677,                  0.276,                0.80915,                  1.046,                0.85854,             0.00099755,             0.00099755,             0.00099755
                    206,                 1.1699,                0.88346,                 1.0075,                0.37014,                  0.635,                0.33639,                0.26898,                0.74312,                  1.059,                0.86017,             0.00099631,             0.00099631,             0.00099631
                    207,                 1.1288,                0.87703,                0.99589,                0.35351,                0.62872,                0.31162,                0.25286,                0.72768,                 1.0572,                0.85839,             0.00099507,             0.00099507,             0.00099507
                    208,                 1.1589,                0.88152,                 1.0029,                0.37185,                0.65435,                0.33915,                0.26793,                0.81857,                 1.0475,                0.86132,             0.00099384,             0.00099384,             0.00099384
                    209,                 1.1654,                 0.8702,                 1.0008,                 0.3752,                0.63274,                0.32299,                0.26047,                0.76677,                 1.0299,                0.85857,              0.0009926,              0.0009926,              0.0009926
                    210,                 1.1555,                0.86464,                 1.0026,                0.37544,                  0.671,                0.34036,                0.27598,                0.76849,                 1.0459,                0.86514,             0.00099136,             0.00099136,             0.00099136
                    211,                   1.17,                0.86223,                 1.0072,                0.37127,                0.65491,                 0.3299,                0.25319,                0.86358,                 1.0944,                0.88638,             0.00099013,             0.00099013,             0.00099013
                    212,                 1.2015,                0.88222,                 1.0214,                0.35854,                0.63463,                0.31257,                0.24819,                0.77159,                 1.0906,                0.87484,             0.00098889,             0.00098889,             0.00098889
                    213,                 1.1746,                0.86544,                 1.0075,                0.35902,                0.64241,                0.31405,                0.24363,                0.83068,                 1.1063,                0.87105,             0.00098765,             0.00098765,             0.00098765
                    214,                 1.1457,                0.86358,                  1.004,                0.39584,                0.67171,                0.34882,                0.27416,                0.80844,                   1.03,                0.86639,             0.00098641,             0.00098641,             0.00098641
                    215,                 1.1356,                 0.8722,                0.99614,                0.39762,                0.64344,                0.34116,                0.27479,                0.73838,                 1.0143,                0.86629,             0.00098518,             0.00098518,             0.00098518
                    216,                 1.1543,                0.87638,                0.99838,                0.35371,                0.63486,                0.31332,                0.24963,                0.75153,                 1.0365,                0.86103,             0.00098394,             0.00098394,             0.00098394
                    217,                 1.1266,                0.86144,                0.99907,                0.34392,                0.62931,                 0.3121,                0.24276,                0.78181,                 1.0101,                0.87823,              0.0009827,              0.0009827,              0.0009827
                    218,                 1.1312,                0.85483,                0.99039,                0.36353,                0.64431,                0.31668,                0.25225,                0.73113,                 1.0546,                0.86372,             0.00098146,             0.00098146,             0.00098146
                    219,                 1.1269,                0.85819,                0.99443,                0.33999,                0.62565,                0.30428,                0.23567,                0.75479,                 1.0712,                 0.8679,             0.00098022,             0.00098022,             0.00098022
                    220,                 1.1701,                0.88065,                 1.0073,                0.36061,                0.66381,                0.32748,                0.25299,                0.83119,                 1.1064,                0.86063,             0.00097899,             0.00097899,             0.00097899
                    221,                 1.1544,                0.87067,                 1.0056,                0.37095,                0.63603,                0.32305,                0.25032,                0.78665,                  1.023,                0.85962,             0.00097775,             0.00097775,             0.00097775
                    222,                 1.1805,                0.86001,                 1.0018,                0.38099,                0.66899,                0.34268,                0.26576,                0.74162,                 1.0555,                0.85919,             0.00097651,             0.00097651,             0.00097651
                    223,                 1.1445,                0.85248,                0.99661,                0.35772,                0.63404,                0.31846,                0.25036,                0.77324,                 1.0629,                0.87908,             0.00097528,             0.00097528,             0.00097528
                    224,                 1.1513,                0.85355,                0.99598,                0.34283,                0.61845,                0.30479,                0.23893,                0.80802,                 1.0669,                 0.8618,             0.00097404,             0.00097404,             0.00097404
                    225,                  1.134,                0.84001,                0.98844,                0.37929,                0.66769,                0.34017,                0.26682,                0.77754,                 1.0719,                0.87006,              0.0009728,              0.0009728,              0.0009728
                    226,                 1.1416,                0.83825,                0.99882,                0.36192,                0.64372,                0.31684,                0.24474,                0.79535,                 1.0555,                0.87177,             0.00097156,             0.00097156,             0.00097156
                    227,                  1.123,                0.82778,                0.99841,                0.35496,                  0.658,                0.31854,                0.25102,                0.78638,                 1.1005,                  0.876,             0.00097033,             0.00097033,             0.00097033
                    228,                 1.1421,                0.84557,                0.99838,                0.35898,                0.64243,                 0.3232,                0.26045,                0.75545,                   1.03,                0.85768,             0.00096909,             0.00096909,             0.00096909
                    229,                 1.1158,                0.85118,                0.99383,                0.37666,                0.66698,                0.34309,                0.26282,                0.83764,                 1.0304,                0.87133,             0.00096785,             0.00096785,             0.00096785
                    230,                 1.1379,                0.85918,                0.99454,                0.40105,                0.68895,                0.35898,                0.29204,                0.73184,                 1.0029,                0.86025,             0.00096661,             0.00096661,             0.00096661
                    231,                 1.1577,                0.86585,                 1.0037,                0.35873,                0.64703,                0.33304,                0.26791,                0.74765,                 1.0294,                0.86193,             0.00096537,             0.00096537,             0.00096537
                    232,                 1.1367,                0.85659,                0.99071,                0.37303,                 0.6547,                0.33973,                0.26229,                0.80926,                 1.0509,                0.87195,             0.00096414,             0.00096414,             0.00096414
                    233,                 1.1531,                 0.8464,                0.99951,                0.35576,                 0.6425,                0.33056,                0.25919,                0.74117,                 1.0293,                0.85227,              0.0009629,              0.0009629,              0.0009629
                    234,                 1.1461,                0.85165,                0.98962,                 0.3786,                 0.6692,                0.34063,                0.26876,                0.74234,                 1.0895,                0.85214,             0.00096166,             0.00096166,             0.00096166
                    235,                 1.1099,                0.82796,                0.98263,                0.36798,                0.66384,                0.33578,                  0.257,                0.88095,                  1.196,                0.86697,             0.00096043,             0.00096043,             0.00096043
                    236,                 1.1201,                0.84435,                 0.9942,                0.36402,                0.66243,                0.32738,                0.25838,                0.78963,                 1.1287,                0.85773,             0.00095919,             0.00095919,             0.00095919
                    237,                 1.1137,                0.83602,                0.99146,                0.37193,                0.68942,                0.35405,                0.27885,                0.78885,                 1.1385,                0.87358,             0.00095795,             0.00095795,             0.00095795
                    238,                 1.1346,                0.84269,                0.99094,                0.38794,                0.67513,                0.35254,                0.27745,                 0.8022,                 1.0733,                0.86279,             0.00095671,             0.00095671,             0.00095671
                    239,                 1.1308,                0.83742,                0.98949,                0.36737,                0.63557,                 0.3232,                0.25632,                0.75325,                 1.0498,                0.85788,             0.00095548,             0.00095548,             0.00095548
                    240,                 1.1165,                0.84132,                0.99088,                0.34931,                0.63593,                0.31727,                0.23937,                0.82339,                 1.0923,                0.87142,             0.00095424,             0.00095424,             0.00095424
                    241,                 1.0866,                0.81881,                0.98058,                0.37916,                0.67171,                0.33748,                0.27101,                0.73914,                 1.0152,                0.85383,               0.000953,               0.000953,               0.000953
                    242,                 1.1076,                 0.8089,                0.97881,                0.38605,                0.67997,                0.34954,                0.27375,                0.80106,                 1.0276,                0.85248,             0.00095176,             0.00095176,             0.00095176
                    243,                 1.1121,                0.82314,                0.98602,                0.37169,                0.65709,                0.33639,                 0.2645,                0.79588,                 1.1346,                0.85203,             0.00095053,             0.00095053,             0.00095053
                    244,                 1.1133,                0.84287,                0.99096,                0.35644,                0.64266,                 0.3177,                0.24918,                0.75048,                 1.0582,                0.85234,             0.00094929,             0.00094929,             0.00094929
                    245,                 1.1056,                0.82935,                0.97887,                0.37834,                0.65742,                0.33564,                0.26364,                0.86197,                 1.0375,                0.86413,             0.00094805,             0.00094805,             0.00094805
                    246,                  1.107,                0.83901,                0.98173,                 0.3627,                0.64364,                0.32933,                0.26771,                0.75219,                 1.0302,                0.85389,             0.00094681,             0.00094681,             0.00094681
                    247,                 1.1021,                0.81489,                0.97887,                0.34895,                0.61441,                0.31588,                0.25416,                0.75872,                 1.0571,                0.85715,             0.00094558,             0.00094558,             0.00094558
                    248,                 1.1121,                0.80076,                0.98475,                0.35499,                0.61904,                 0.3129,                  0.249,                0.78664,                 1.0839,                 0.8573,             0.00094434,             0.00094434,             0.00094434
                    249,                 1.1057,                0.82373,                0.98458,                0.37504,                0.65742,                0.32842,                0.26152,                0.77141,                 1.0687,                0.85367,              0.0009431,              0.0009431,              0.0009431
