                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                 1.5407,                 1.1173,                 1.1319,                0.81822,                0.74738,                0.76581,                 0.5836,                0.81424,                 0.5171,                0.86626,              0.0014112,              0.0014112,              0.0014112
                    157,                 1.5668,                 1.1123,                 1.1387,                0.84015,                0.71684,                0.76307,                0.58943,                0.81275,                0.50463,                0.86417,              0.0014095,              0.0014095,              0.0014095
                    158,                 1.5596,                 1.1575,                 1.1546,                 0.7433,                 0.7479,                0.73736,                0.57053,                0.79941,                0.51309,                0.85961,              0.0014079,              0.0014079,              0.0014079
                    159,                 1.5721,                 1.1354,                 1.1443,                0.78458,                0.76891,                0.77191,                0.58725,                0.82506,                0.51174,                0.86743,              0.0014062,              0.0014062,              0.0014062
                    160,                 1.5979,                 1.1674,                 1.1448,                0.93949,                0.70168,                0.77113,                0.58438,                0.85514,                0.52679,                0.88027,              0.0014046,              0.0014046,              0.0014046
                    161,                 1.5877,                 1.1247,                 1.1453,                0.83007,                0.73858,                0.77662,                 0.5816,                0.81464,                0.51051,                0.87604,              0.0014029,              0.0014029,              0.0014029
                    162,                 1.5463,                 1.1218,                 1.1334,                0.88274,                 0.7521,                0.80763,                 0.6051,                0.81369,                0.48255,                0.86934,              0.0014013,              0.0014013,              0.0014013
                    163,                 1.5582,                 1.1206,                 1.1389,                0.79859,                0.77311,                0.79772,                0.58734,                0.86018,                0.51005,                0.88498,              0.0013996,              0.0013996,              0.0013996
                    164,                 1.5563,                 1.1132,                 1.1335,                0.91404,                0.73468,                0.79135,                0.59418,                0.87989,                0.50841,                0.87993,               0.001398,               0.001398,               0.001398
                    165,                 1.6031,                 1.1466,                 1.1514,                0.89835,                0.71429,                0.76993,                0.57275,                0.92238,                0.51804,                0.88384,              0.0013963,              0.0013963,              0.0013963
                    166,                 1.5698,                 1.1192,                 1.1284,                0.83508,                 0.7475,                0.78143,                0.58568,                0.84218,                0.50778,                0.87013,              0.0013947,              0.0013947,              0.0013947
                    167,                 1.5248,                 1.0829,                 1.1292,                0.85573,                 0.7437,                0.78606,                0.57685,                0.86364,                0.52004,                 0.8721,               0.001393,               0.001393,               0.001393
                    168,                 1.5266,                 1.0891,                 1.1283,                0.73181,                0.72552,                0.72768,                0.54683,                0.81052,                0.51708,                0.87212,              0.0013914,              0.0013914,              0.0013914
                    169,                 1.5355,                  1.112,                 1.1439,                0.82231,                0.71849,                0.76909,                0.57743,                0.80562,                0.49428,                0.86411,              0.0013897,              0.0013897,              0.0013897
                    170,                 1.5482,                  1.105,                 1.1345,                0.84512,                0.73529,                0.78679,                0.60997,                0.79443,                0.50443,                0.85433,              0.0013881,              0.0013881,              0.0013881
                    171,                 1.5733,                  1.118,                 1.1341,                0.81528,                0.75994,                0.78937,                0.59611,                0.79736,                0.50545,                0.87128,              0.0013864,              0.0013864,              0.0013864
                    172,                 1.5146,                 1.0831,                 1.1166,                0.82712,                0.73109,                0.75874,                0.57313,                 0.8315,                0.51485,                0.86476,              0.0013848,              0.0013848,              0.0013848
                    173,                 1.5453,                 1.1118,                 1.1323,                 0.8703,                0.69748,                0.76118,                 0.5862,                 0.7945,                0.49476,                0.86525,              0.0013831,              0.0013831,              0.0013831
                    174,                 1.5227,                 1.0989,                 1.1256,                0.81534,                0.73557,                0.76447,                0.58419,                0.86205,                0.51889,                0.88138,              0.0013815,              0.0013815,              0.0013815
                    175,                 1.5359,                  1.088,                 1.1196,                0.83136,                 0.7521,                0.77977,                0.59249,                0.82349,                0.49416,                0.87457,              0.0013798,              0.0013798,              0.0013798
                    176,                 1.5269,                 1.0884,                 1.1207,                 0.8466,                0.73109,                0.77589,                0.58458,                0.81941,                0.48706,                0.86904,              0.0013782,              0.0013782,              0.0013782
                    177,                  1.542,                 1.0963,                 1.1299,                 0.8367,                0.73858,                0.77495,                0.58079,                0.87171,                0.51468,                 0.8793,              0.0013765,              0.0013765,              0.0013765
                    178,                  1.519,                 1.0674,                 1.1171,                0.85381,                0.73346,                0.77065,                0.58499,                0.85355,                0.51547,                0.87009,              0.0013749,              0.0013749,              0.0013749
                    179,                 1.5335,                 1.0925,                 1.1234,                0.84252,                0.72991,                0.77439,                0.59257,                0.79676,                0.48509,                0.87515,              0.0013732,              0.0013732,              0.0013732
                    180,                 1.5366,                 1.1049,                 1.1433,                0.72338,                0.70588,                 0.7174,                0.53726,                0.83523,                0.53461,                0.86517,              0.0013716,              0.0013716,              0.0013716
                    181,                 1.5219,                 1.0826,                 1.1197,                 0.7022,                0.72177,                0.72371,                0.54228,                 0.8228,                0.53027,                0.87743,              0.0013699,              0.0013699,              0.0013699
                    182,                 1.5277,                 1.0766,                  1.124,                0.79941,                0.72269,                0.74853,                0.56811,                0.80036,                0.48968,                 0.8722,              0.0013683,              0.0013683,              0.0013683
                    183,                 1.4775,                 1.0406,                 1.1017,                 0.8308,                0.72269,                0.76116,                0.59164,                 0.7761,                0.48265,                0.85899,              0.0013666,              0.0013666,              0.0013666
                    184,                 1.5068,                 1.0533,                 1.1108,                0.79149,                0.69273,                0.72422,                0.57518,                0.77598,                0.48756,                0.86325,               0.001365,               0.001365,               0.001365
                    185,                 1.4868,                  1.045,                 1.1058,                0.78081,                0.73109,                0.74324,                0.58899,                0.78618,                 0.4947,                0.85931,              0.0013633,              0.0013633,              0.0013633
                    186,                 1.5342,                 1.0643,                 1.1214,                0.78502,                 0.7563,                0.76001,                0.57431,                0.80778,                0.50261,                0.86948,              0.0013617,              0.0013617,              0.0013617
                    187,                 1.5314,                  1.064,                 1.1119,                0.78585,                0.72689,                0.73452,                0.54285,                0.86361,                0.51957,                0.88059,                0.00136,                0.00136,                0.00136
                    188,                 1.5231,                 1.0617,                  1.116,                0.79938,                0.77724,                0.77811,                0.59706,                0.79354,                0.48034,                0.86358,              0.0013584,              0.0013584,              0.0013584
                    189,                 1.5036,                 1.0572,                 1.1184,                0.77771,                0.73109,                0.75232,                0.59552,                0.76786,                0.48428,                0.85847,              0.0013567,              0.0013567,              0.0013567
                    190,                 1.5218,                 1.0596,                 1.1195,                0.84031,                0.72648,                0.75241,                0.58475,                0.78211,                0.48955,                0.86334,              0.0013551,              0.0013551,              0.0013551
                    191,                 1.4946,                 1.0439,                 1.1121,                0.81396,                0.73109,                0.74748,                0.55963,                0.81941,                0.49658,                0.86676,              0.0013534,              0.0013534,              0.0013534
                    192,                 1.4992,                 1.0755,                 1.1128,                0.91501,                0.71008,                 0.7846,                0.59971,                0.79391,                0.48695,                0.86269,              0.0013518,              0.0013518,              0.0013518
                    193,                 1.4958,                 1.0525,                 1.1168,                0.86823,                0.73438,                0.78529,                0.60338,                0.83685,                0.48997,                0.87288,              0.0013501,              0.0013501,              0.0013501
                    194,                 1.5069,                 1.0372,                 1.1121,                0.82137,                 0.7521,                0.77489,                0.59177,                0.80896,                0.49316,                0.86438,              0.0013485,              0.0013485,              0.0013485
                    195,                 1.5311,                 1.0684,                 1.1164,                0.78639,                0.73053,                0.76472,                0.57981,                 0.8447,                0.49677,                0.86975,              0.0013468,              0.0013468,              0.0013468
                    196,                 1.4992,                 1.0597,                 1.1129,                  0.832,                0.73529,                0.77761,                0.60302,                0.79427,                0.48422,                0.85512,              0.0013452,              0.0013452,              0.0013452
                    197,                 1.5031,                 1.0439,                 1.1106,                0.80224,                0.73109,                0.75074,                0.58308,                0.81035,                0.50389,                0.85966,              0.0013435,              0.0013435,              0.0013435
                    198,                 1.5155,                 1.0427,                 1.1092,                0.87537,                0.73858,                0.77795,                0.61535,                0.77728,                0.48242,                0.85393,              0.0013419,              0.0013419,              0.0013419
                    199,                 1.5068,                 1.0259,                 1.1016,                0.86302,                0.74571,                0.77575,                0.60791,                0.78757,                 0.4854,                0.85397,              0.0013402,              0.0013402,              0.0013402
                    200,                 1.5249,                 1.0492,                 1.1138,                0.89211,                0.71429,                0.76226,                0.59948,                0.78437,                0.48091,                0.85811,              0.0013386,              0.0013386,              0.0013386
                    201,                 1.5238,                 1.0706,                 1.1176,                0.83331,                0.72269,                0.76952,                0.59791,                 0.7854,                0.47169,                0.86523,              0.0013369,              0.0013369,              0.0013369
                    202,                 1.4831,                 1.0349,                 1.1082,                0.89661,                0.70917,                0.77026,                 0.5937,                0.81216,                0.48897,                0.87484,              0.0013353,              0.0013353,              0.0013353
                    203,                 1.4735,                 1.0143,                  1.099,                0.83521,                0.72457,                 0.7668,                0.58443,                 0.7932,                0.48177,                0.86808,              0.0013336,              0.0013336,              0.0013336
                    204,                 1.4658,                 1.0137,                 1.0991,                0.82449,                 0.7563,                0.77193,                0.58384,                0.79686,                 0.4702,                0.87215,               0.001332,               0.001332,               0.001332
                    205,                  1.481,                 1.0309,                 1.0983,                0.92255,                 0.7479,                0.79319,                0.61255,                0.76118,                0.45989,                0.85191,              0.0013303,              0.0013303,              0.0013303
                    206,                 1.4863,                 1.0151,                 1.1043,                0.84548,                 0.7479,                0.78238,                0.61343,                0.77921,                0.46322,                0.86082,              0.0013287,              0.0013287,              0.0013287
                    207,                 1.4873,                 1.0272,                 1.1121,                0.85559,                0.72677,                 0.7689,                  0.572,                0.82124,                0.49164,                0.87387,               0.001327,               0.001327,               0.001327
                    208,                 1.4728,                 1.0199,                 1.0943,                0.81773,                 0.7198,                 0.7581,                0.58224,                0.81525,                0.48914,                 0.8607,              0.0013254,              0.0013254,              0.0013254
                    209,                 1.5272,                 1.0366,                 1.1108,                0.84968,                 0.6978,                0.75592,                0.57531,                0.82936,                0.51491,                0.86514,              0.0013237,              0.0013237,              0.0013237
                    210,                 1.5007,                 1.0284,                 1.1156,                0.88453,                0.70698,                0.75343,                0.59083,                0.78137,                0.48729,                0.86222,              0.0013221,              0.0013221,              0.0013221
                    211,                 1.4811,                 1.0135,                  1.101,                0.87504,                0.71757,                0.78322,                0.60625,                0.78885,                0.45975,                0.85936,              0.0013204,              0.0013204,              0.0013204
                    212,                   1.46,                0.98851,                 1.0904,                0.85096,                 0.7521,                0.79158,                0.60941,                0.78306,                0.45858,                0.85555,              0.0013188,              0.0013188,              0.0013188
                    213,                 1.4643,                 1.0132,                 1.0934,                0.91729,                0.75541,                0.80343,                0.61026,                0.77867,                0.45887,                0.85894,              0.0013171,              0.0013171,              0.0013171
                    214,                 1.4476,                0.99168,                 1.0895,                0.84796,                 0.7395,                0.77987,                0.59933,                0.80191,                 0.4677,                0.85923,              0.0013155,              0.0013155,              0.0013155
                    215,                 1.4887,                0.99873,                 1.0923,                0.84355,                 0.7437,                0.78128,                 0.5999,                 0.8019,                0.46844,                0.85083,              0.0013138,              0.0013138,              0.0013138
                    216,                 1.4837,                 1.0135,                 1.0988,                 0.8674,                0.71849,                0.76242,                0.59366,                0.77759,                0.45598,                0.84906,              0.0013122,              0.0013122,              0.0013122
                    217,                 1.4763,                0.98628,                 1.0852,                0.86675,                0.75865,                0.79097,                0.60548,                0.76834,                0.47794,                0.85239,              0.0013105,              0.0013105,              0.0013105
                    218,                 1.4651,                 1.0047,                 1.0984,                0.83165,                0.74227,                0.77252,                0.59499,                0.81958,                0.46094,                0.85453,              0.0013089,              0.0013089,              0.0013089
                    219,                 1.4515,                0.99172,                 1.0862,                0.91561,                0.69425,                0.75669,                 0.5951,                0.79387,                0.47017,                 0.8665,              0.0013072,              0.0013072,              0.0013072
                    220,                 1.4893,                 1.0133,                 1.0933,                0.82445,                0.74749,                0.76651,                0.57989,                0.83941,                0.50138,                0.86947,              0.0013056,              0.0013056,              0.0013056
                    221,                 1.4291,                0.99363,                 1.0861,                0.85538,                 0.7496,                 0.7866,                0.59929,                0.80994,                0.47303,                0.86116,              0.0013039,              0.0013039,              0.0013039
                    222,                 1.4518,                0.99155,                 1.0909,                0.82086,                0.73109,                0.75131,                0.57638,                0.80345,                  0.484,                 0.8729,              0.0013023,              0.0013023,              0.0013023
                    223,                 1.4382,                0.97455,                 1.0807,                0.80409,                0.71072,                0.75089,                0.57176,                0.80348,                0.48438,                0.86813,              0.0013006,              0.0013006,              0.0013006
                    224,                  1.451,                 1.0066,                 1.0991,                0.84184,                0.73369,                0.77766,                0.60953,                0.77485,                0.46618,                0.85523,               0.001299,               0.001299,               0.001299
                    225,                 1.4525,                0.97803,                 1.0813,                 0.8996,                 0.7437,                0.78973,                0.60805,                0.77596,                0.46036,                0.85205,              0.0012973,              0.0012973,              0.0012973
                    226,                 1.4566,                0.99557,                  1.088,                0.85771,                0.73529,                0.77146,                0.60264,                0.77398,                0.46171,                0.85866,              0.0012957,              0.0012957,              0.0012957
                    227,                 1.4908,                 1.0009,                 1.0955,                0.85013,                0.71049,                0.75437,                0.58132,                0.79446,                0.46471,                0.86783,               0.001294,               0.001294,               0.001294
                    228,                 1.4666,                0.98486,                 1.0931,                0.81304,                0.75053,                0.77611,                0.60109,                0.81519,                0.49465,                 0.8636,              0.0012924,              0.0012924,              0.0012924
                    229,                 1.4808,                 1.0003,                  1.098,                0.86333,                 0.7395,                0.78457,                0.61699,                0.76951,                0.45623,                0.85726,              0.0012907,              0.0012907,              0.0012907
                    230,                 1.4343,                0.99067,                 1.0936,                    0.8,                 0.7479,                0.77345,                0.60366,                0.77138,                0.45892,                0.85451,              0.0012891,              0.0012891,              0.0012891
                    231,                 1.4397,                0.98495,                 1.0889,                0.84228,                0.73438,                 0.7768,                0.60977,                0.76286,                0.46938,                0.85162,              0.0012874,              0.0012874,              0.0012874
                    232,                 1.4243,                0.96665,                 1.0681,                0.82427,                0.70917,                0.75386,                 0.6013,                0.76152,                0.46134,                0.85053,              0.0012858,              0.0012858,              0.0012858
                    233,                 1.4308,                0.95067,                 1.0761,                0.80152,                 0.7521,                0.76199,                0.59954,                0.80715,                0.46789,                0.84983,              0.0012841,              0.0012841,              0.0012841
                    234,                 1.4374,                0.96076,                 1.0737,                0.81337,                0.72971,                0.75631,                0.60477,                0.79049,                0.47024,                0.85004,              0.0012825,              0.0012825,              0.0012825
                    235,                 1.4205,                0.97791,                 1.0787,                  0.768,                 0.7437,                0.75093,                0.59638,                0.78524,                0.47134,                 0.8545,              0.0012808,              0.0012808,              0.0012808
                    236,                 1.4321,                 0.9545,                 1.0742,                 0.8342,                0.73529,                0.76438,                0.59819,                0.77251,                0.45321,                0.84897,              0.0012792,              0.0012792,              0.0012792
                    237,                 1.4477,                0.95667,                 1.0814,                0.83702,                0.73529,                0.75659,                0.59875,                0.76596,                0.45854,                0.85229,              0.0012775,              0.0012775,              0.0012775
                    238,                 1.4216,                0.95803,                 1.0846,                0.86412,                0.76471,                0.79358,                0.59984,                0.79967,                0.45716,                0.86247,              0.0012759,              0.0012759,              0.0012759
                    239,                 1.4235,                0.95082,                 1.0727,                0.83993,                0.70375,                0.75782,                0.60147,                0.77744,                0.46682,                0.85171,              0.0012742,              0.0012742,              0.0012742
                    240,                 1.4432,                0.96728,                 1.0803,                0.90475,                0.74926,                0.80041,                0.60295,                0.80748,                 0.4661,                0.85968,              0.0012726,              0.0012726,              0.0012726
                    241,                 1.4152,                0.94937,                 1.0831,                0.89436,                0.69766,                 0.7594,                0.58767,                0.78613,                0.45621,                0.85318,              0.0012709,              0.0012709,              0.0012709
                    242,                  1.418,                0.95738,                 1.0772,                0.85815,                 0.7437,                0.79264,                0.60982,                0.79455,                0.45241,                0.85468,              0.0012693,              0.0012693,              0.0012693
                    243,                  1.429,                0.94421,                 1.0773,                 0.7887,                0.74749,                0.76153,                0.58096,                0.80672,                0.46852,                0.86601,              0.0012676,              0.0012676,              0.0012676
                    244,                 1.4338,                0.96602,                 1.0875,                0.82834,                  0.719,                0.76124,                0.60141,                 0.7798,                0.44769,                 0.8581,               0.001266,               0.001266,               0.001266
                    245,                 1.4295,                0.93914,                 1.0787,                0.83147,                0.73341,                0.75917,                0.58097,                0.78365,                0.45281,                0.87274,              0.0012643,              0.0012643,              0.0012643
                    246,                 1.4287,                0.92755,                 1.0721,                0.84434,                 0.7437,                 0.7567,                0.57168,                0.80628,                0.45752,                0.87153,              0.0012627,              0.0012627,              0.0012627
                    247,                 1.4245,                0.93923,                 1.0784,                0.84399,                 0.7395,                0.78237,                0.60863,                0.76409,                0.44902,                0.85221,               0.001261,               0.001261,               0.001261
                    248,                 1.4258,                0.94513,                 1.0731,                0.87928,                 0.7437,                 0.7798,                0.60594,                0.78755,                0.45783,                0.86986,              0.0012594,              0.0012594,              0.0012594
                    249,                 1.4476,                0.97347,                 1.0874,                0.82509,                0.74879,                0.78663,                0.59798,                0.75533,                0.45072,                0.86192,              0.0012577,              0.0012577,              0.0012577
                    250,                 1.4081,                0.93379,                 1.0717,                0.86681,                0.73022,                0.78487,                0.59769,                0.79093,                0.46393,                0.85771,              0.0012561,              0.0012561,              0.0012561
                    251,                 1.4262,                0.95197,                 1.0786,                0.88218,                0.71665,                0.75028,                0.57411,                0.81351,                0.46472,                0.86302,              0.0012544,              0.0012544,              0.0012544
                    252,                 1.3957,                0.93523,                 1.0657,                0.86554,                0.71429,                0.75116,                0.59208,                0.74089,                0.43818,                0.84733,              0.0012528,              0.0012528,              0.0012528
                    253,                 1.4063,                0.93409,                 1.0691,                0.90833,                0.72269,                 0.7679,                0.59826,                0.76948,                0.45081,                0.85191,              0.0012511,              0.0012511,              0.0012511
                    254,                  1.449,                0.95442,                 1.0814,                0.91439,                0.68487,                0.74089,                0.57802,                0.80478,                0.46261,                0.86372,              0.0012495,              0.0012495,              0.0012495
                    255,                 1.4117,                 0.9354,                 1.0813,                 0.8314,                0.72021,                0.75648,                0.59622,                0.77658,                0.45328,                  0.858,              0.0012478,              0.0012478,              0.0012478
                    256,                 1.4511,                0.96329,                 1.0735,                0.83487,                0.71621,                0.75797,                0.59545,                0.77234,                0.44743,                0.85917,              0.0012462,              0.0012462,              0.0012462
                    257,                 1.4001,                0.93318,                 1.0735,                0.94252,                0.69737,                0.76649,                0.60293,                  0.765,                0.45297,                0.85875,              0.0012445,              0.0012445,              0.0012445
                    258,                 1.4143,                0.94969,                 1.0872,                 0.7946,                0.73109,                0.74797,                0.58714,                0.76806,                0.45169,                0.86044,              0.0012429,              0.0012429,              0.0012429
                    259,                 1.4103,                 0.9313,                 1.0693,                0.86114,                 0.7437,                0.76802,                0.60458,                0.77839,                0.43915,                0.85666,              0.0012412,              0.0012412,              0.0012412
                    260,                 1.4069,                0.94119,                  1.071,                0.87496,                0.72269,                0.77262,                0.61084,                0.77119,                0.44872,                0.85091,              0.0012396,              0.0012396,              0.0012396
                    261,                 1.3902,                0.91342,                 1.0654,                0.89557,                 0.7395,                 0.7924,                0.60705,                0.78024,                0.46777,                0.85503,              0.0012379,              0.0012379,              0.0012379
                    262,                 1.3905,                0.91834,                 1.0661,                0.83404,                 0.7521,                0.77537,                0.59276,                0.78069,                0.46083,                0.85465,              0.0012363,              0.0012363,              0.0012363
                    263,                 1.3807,                0.91848,                 1.0611,                0.80301,                0.73214,                0.76912,                0.59577,                0.76684,                0.45684,                0.85437,              0.0012346,              0.0012346,              0.0012346
                    264,                 1.4117,                0.92124,                 1.0724,                0.86368,                0.74807,                0.79457,                0.61878,                0.77564,                0.45103,                0.85145,               0.001233,               0.001233,               0.001233
                    265,                 1.3842,                0.90051,                 1.0604,                0.86834,                0.74074,                0.78218,                0.61427,                0.76345,                0.43666,                0.84287,              0.0012313,              0.0012313,              0.0012313
                    266,                 1.4088,                0.92182,                  1.071,                 0.8836,                0.74953,                 0.7873,                0.60669,                0.76476,                0.43804,                0.85493,              0.0012297,              0.0012297,              0.0012297
                    267,                 1.3778,                 0.9034,                 1.0577,                0.86123,                 0.7395,                0.78052,                0.60278,                 0.7772,                0.45073,                0.85513,               0.001228,               0.001228,               0.001228
                    268,                 1.3871,                0.90168,                 1.0584,                0.85813,                0.77134,                0.80235,                0.61614,                0.74655,                0.43783,                0.85195,              0.0012264,              0.0012264,              0.0012264
                    269,                 1.3867,                0.91934,                 1.0691,                0.91839,                0.72394,                0.79119,                0.61858,                0.76728,                0.43008,                0.84624,              0.0012247,              0.0012247,              0.0012247
                    270,                 1.3867,                0.90564,                 1.0645,                0.79167,                 0.7521,                0.77961,                0.60401,                0.76504,                0.45214,                 0.8537,              0.0012231,              0.0012231,              0.0012231
                    271,                 1.3892,                0.90794,                 1.0613,                0.85668,                0.75274,                0.78353,                0.60539,                0.76332,                0.44346,                0.85212,              0.0012214,              0.0012214,              0.0012214
                    272,                 1.3948,                0.90672,                 1.0583,                0.91446,                0.71164,                0.79449,                0.61214,                0.75273,                0.44118,                0.85614,              0.0012198,              0.0012198,              0.0012198
                    273,                 1.3781,                0.91067,                 1.0586,                0.87132,                0.71008,                0.76929,                0.60507,                0.77602,                0.45355,                0.86056,              0.0012181,              0.0012181,              0.0012181
                    274,                 1.4233,                0.92999,                 1.0735,                0.85268,                0.73529,                0.76839,                0.60517,                0.74973,                0.44413,                 0.8566,              0.0012165,              0.0012165,              0.0012165
                    275,                 1.3935,                0.91168,                 1.0625,                0.86281,                 0.7461,                0.78158,                0.59649,                0.82088,                0.46569,                0.86246,              0.0012148,              0.0012148,              0.0012148
                    276,                 1.3447,                0.86948,                 1.0436,                0.85916,                0.73647,                0.76878,                0.60865,                0.75239,                0.43935,                 0.8481,              0.0012132,              0.0012132,              0.0012132
                    277,                 1.3748,                0.88929,                 1.0547,                0.93111,                0.71008,                0.77646,                0.59923,                0.77203,                0.44089,                0.85218,              0.0012115,              0.0012115,              0.0012115
                    278,                 1.3761,                0.88699,                 1.0499,                0.88281,                0.71008,                0.76627,                0.60243,                0.76952,                0.44567,                0.85133,              0.0012099,              0.0012099,              0.0012099
                    279,                 1.3948,                0.90779,                 1.0626,                0.84357,                0.73109,                0.77066,                0.61569,                0.72996,                0.43975,                0.84613,              0.0012082,              0.0012082,              0.0012082
                    280,                 1.3504,                0.89025,                 1.0546,                0.82344,                 0.7451,                0.77087,                0.61188,                0.73946,                0.42899,                 0.8405,              0.0012066,              0.0012066,              0.0012066
                    281,                 1.3573,                0.88316,                 1.0573,                0.79102,                0.71429,                0.74309,                 0.5894,                0.75741,                0.44994,                0.84684,              0.0012049,              0.0012049,              0.0012049
                    282,                 1.3338,                0.86908,                 1.0434,                0.81135,                0.71849,                0.75577,                 0.6011,                0.77164,                0.45277,                0.85662,              0.0012033,              0.0012033,              0.0012033
                    283,                 1.3606,                0.87484,                 1.0551,                0.86266,                0.71668,                0.75633,                0.59899,                0.77776,                0.44346,                0.84982,              0.0012016,              0.0012016,              0.0012016
                    284,                 1.3583,                0.87354,                 1.0464,                0.78697,                0.72689,                0.73891,                 0.5802,                0.76234,                0.43531,                0.85728,                 0.0012,                 0.0012,                 0.0012
                    285,                 1.3643,                0.88143,                 1.0504,                0.83529,                0.70588,                0.74212,                 0.5863,                0.75629,                0.43812,                0.85053,              0.0011983,              0.0011983,              0.0011983
                    286,                 1.3594,                0.88009,                 1.0532,                0.81613,                0.72689,                   0.76,                0.59081,                0.74863,                0.43808,                0.85161,              0.0011967,              0.0011967,              0.0011967
                    287,                 1.3489,                0.86048,                 1.0441,                0.89787,                0.71429,                0.77687,                0.60569,                0.74656,                0.42898,                0.85289,               0.001195,               0.001195,               0.001195
                    288,                 1.3635,                 0.8718,                 1.0459,                0.88474,                0.71429,                0.76722,                0.59669,                0.76275,                0.43437,                0.84943,              0.0011934,              0.0011934,              0.0011934
                    289,                 1.3632,                 0.8941,                 1.0605,                0.85431,                0.74096,                0.77678,                 0.6141,                0.72227,                0.42234,                0.84693,              0.0011917,              0.0011917,              0.0011917
                    290,                 1.3359,                0.86822,                 1.0447,                0.85655,                 0.7605,                0.79565,                0.63011,                0.73527,                0.42963,                 0.8479,              0.0011901,              0.0011901,              0.0011901
                    291,                 1.3613,                0.86636,                 1.0541,                0.88009,                0.72668,                0.77668,                0.60951,                0.74227,                 0.4324,                0.84803,              0.0011884,              0.0011884,              0.0011884
                    292,                 1.3472,                0.86336,                 1.0537,                0.85903,                0.73643,                0.77761,                0.60653,                0.79356,                0.43794,                0.86615,              0.0011868,              0.0011868,              0.0011868
                    293,                 1.3483,                0.86163,                 1.0392,                0.87455,                0.70588,                  0.745,                0.58124,                0.77471,                0.45405,                0.86471,              0.0011851,              0.0011851,              0.0011851
                    294,                 1.3737,                0.88934,                 1.0558,                0.84735,                0.73529,                0.77512,                0.60693,                0.77938,                0.43527,                0.85284,              0.0011835,              0.0011835,              0.0011835
                    295,                 1.3384,                0.86153,                 1.0465,                0.80631,                0.72919,                0.75929,                0.60008,                 0.7693,                0.43108,                 0.8461,              0.0011818,              0.0011818,              0.0011818
                    296,                  1.362,                 0.8732,                 1.0476,                0.81982,                0.72213,                0.75547,                0.58476,                0.80953,                0.45121,                0.86677,              0.0011802,              0.0011802,              0.0011802
                    297,                 1.3513,                 0.8704,                 1.0461,                0.87927,                0.71008,                0.76809,                0.58818,                0.79092,                0.43804,                0.86832,              0.0011785,              0.0011785,              0.0011785
                    298,                 1.3578,                0.87182,                 1.0498,                0.83292,                0.73453,                0.75787,                0.58381,                0.75829,                 0.4451,                0.85489,              0.0011769,              0.0011769,              0.0011769
                    299,                 1.3537,                0.86263,                 1.0442,                0.87639,                 0.7605,                0.79017,                0.61578,                0.76805,                0.44318,                0.85567,              0.0011752,              0.0011752,              0.0011752
                    300,                 1.3829,                0.87611,                 1.0528,                0.84252,                 0.7479,                0.78568,                0.61289,                0.76842,                0.43876,                 0.8504,              0.0011736,              0.0011736,              0.0011736
                    301,                 1.3234,                0.85791,                 1.0474,                0.86563,                0.75714,                0.78074,                0.61794,                0.73531,                0.42302,                0.84835,              0.0011719,              0.0011719,              0.0011719
                    302,                 1.3411,                0.84745,                 1.0465,                0.80246,                0.72653,                 0.7584,                0.59653,                0.75344,                0.43405,                0.85101,              0.0011703,              0.0011703,              0.0011703
                    303,                 1.3378,                 0.8516,                 1.0487,                0.89013,                0.72479,                0.77176,                0.61727,                0.74074,                0.42227,                0.84943,              0.0011686,              0.0011686,              0.0011686
                    304,                 1.3137,                0.83783,                 1.0371,                0.84553,                0.73529,                0.76466,                0.61309,                0.73349,                0.42566,                0.84227,               0.001167,               0.001167,               0.001167
                    305,                 1.3419,                0.85596,                 1.0449,                 0.8932,                0.71849,                0.75963,                0.60152,                0.74541,                0.42917,                0.84824,              0.0011653,              0.0011653,              0.0011653
                    306,                  1.344,                0.85212,                 1.0438,                0.81101,                0.73529,                 0.7754,                0.61397,                0.73348,                0.42591,                0.84411,              0.0011636,              0.0011636,              0.0011636
                    307,                 1.3552,                0.85501,                 1.0513,                0.82969,                0.72944,                0.76232,                0.60743,                0.73281,                0.42351,                0.83694,               0.001162,               0.001162,               0.001162
                    308,                 1.3345,                0.84723,                 1.0384,                0.89582,                 0.7395,                0.77894,                0.62343,                 0.7237,                0.42084,                 0.8381,              0.0011603,              0.0011603,              0.0011603
                    309,                 1.3474,                0.85823,                 1.0542,                0.90803,                0.71008,                0.77487,                0.62126,                0.73448,                0.43974,                0.84101,              0.0011587,              0.0011587,              0.0011587
                    310,                 1.3389,                0.83117,                 1.0429,                0.81848,                0.72269,                 0.7586,                0.60064,                0.75771,                0.43607,                0.84259,               0.001157,               0.001157,               0.001157
                    311,                 1.3193,                0.84516,                 1.0371,                0.84209,                 0.7395,                0.78197,                0.60786,                0.75286,                 0.4294,                0.83902,              0.0011554,              0.0011554,              0.0011554
                    312,                 1.3256,                0.84311,                 1.0426,                0.83366,                 0.7605,                0.78055,                0.60637,                0.74153,                0.42653,                0.84178,              0.0011537,              0.0011537,              0.0011537
                    313,                 1.3133,                0.82918,                 1.0422,                0.90145,                0.70588,                0.75293,                0.60351,                0.73942,                 0.4313,                 0.8435,              0.0011521,              0.0011521,              0.0011521
