                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     27,                 1.9586,                 1.5671,                 1.4026,                0.53641,                0.57616,                0.56853,                0.38098,                 1.1063,                0.79963,                0.97101,              0.0016241,              0.0016241,              0.0016241
                     28,                  1.934,                 1.5222,                 1.3872,                0.62792,                0.65214,                0.62303,                0.40751,                 1.1832,                0.80907,                 1.0011,              0.0016224,              0.0016224,              0.0016224
                     29,                 1.9343,                 1.5122,                 1.3905,                0.52254,                0.57539,                0.53016,                0.36426,                 1.2242,                0.84468,                 1.0489,              0.0016208,              0.0016208,              0.0016208
                     30,                 1.9574,                 1.5525,                 1.4011,                0.57385,                0.52702,                0.54314,                0.36271,                 1.1857,                0.79062,                0.98594,              0.0016191,              0.0016191,              0.0016191
                     31,                 1.9033,                 1.5038,                 1.3663,                0.61597,                0.62238,                0.58851,                0.41055,                 1.0988,                0.76172,                0.97113,              0.0016175,              0.0016175,              0.0016175
                     32,                 1.9479,                 1.5474,                 1.3774,                0.58522,                0.59258,                0.59428,                0.40468,                 1.1549,                0.79196,                0.95833,              0.0016158,              0.0016158,              0.0016158
                     33,                 1.8994,                 1.5054,                 1.3645,                0.60085,                0.60572,                0.57969,                0.39412,                 1.1728,                0.83071,                 1.0044,              0.0016142,              0.0016142,              0.0016142
                     34,                 1.9115,                 1.5221,                 1.3877,                0.72255,                  0.624,                0.65212,                  0.457,                 1.0951,                0.76432,                 0.9611,              0.0016125,              0.0016125,              0.0016125
                     35,                 1.9316,                 1.5352,                 1.3801,                0.68406,                0.62634,                 0.6391,                0.43881,                 1.1033,                0.79027,                0.96927,              0.0016109,              0.0016109,              0.0016109
                     36,                 1.9068,                 1.5017,                 1.3601,                0.59828,                0.59418,                0.58672,                0.39138,                 1.1783,                0.78521,                0.97499,              0.0016092,              0.0016092,              0.0016092
                     37,                 1.8813,                 1.5164,                 1.3543,                0.62461,                0.66218,                0.63534,                0.41732,                 1.1551,                0.80216,                0.97736,              0.0016076,              0.0016076,              0.0016076
                     38,                 1.9028,                 1.5189,                 1.3682,                0.65536,                0.66377,                0.64614,                0.43819,                 1.1187,                0.80738,                 0.9752,              0.0016059,              0.0016059,              0.0016059
                     39,                 1.9177,                  1.511,                 1.3616,                0.56724,                0.64108,                0.58963,                0.40337,                 1.1475,                0.86768,                 1.0108,              0.0016043,              0.0016043,              0.0016043
                     40,                 1.8876,                 1.4723,                 1.3364,                0.67493,                0.70009,                 0.6432,                0.43434,                 1.0596,                0.74991,                 0.9704,              0.0016026,              0.0016026,              0.0016026
                     41,                 1.8616,                 1.5038,                 1.3379,                0.70838,                0.67517,                0.65742,                0.44709,                 1.0832,                0.77727,                0.99801,               0.001601,               0.001601,               0.001601
                     42,                 1.8722,                 1.4933,                 1.3396,                0.74299,                0.64445,                0.66089,                0.45731,                 1.0838,                0.76301,                0.95932,              0.0015993,              0.0015993,              0.0015993
                     43,                 1.8669,                 1.4817,                 1.3285,                0.67334,                0.67884,                0.64255,                0.42013,                  1.112,                0.76306,                0.96357,              0.0015977,              0.0015977,              0.0015977
                     44,                 1.8646,                 1.4875,                 1.3221,                 0.6396,                0.69542,                0.62259,                0.41031,                 1.0524,                0.74559,                0.97043,               0.001596,               0.001596,               0.001596
                     45,                 1.8506,                 1.4656,                 1.3268,                0.64904,                0.72102,                0.65778,                0.44374,                 1.0409,                  0.728,                0.97145,              0.0015944,              0.0015944,              0.0015944
                     46,                  1.852,                 1.4554,                 1.3105,                  0.683,                 0.6338,                0.64151,                 0.4266,                 1.1091,                0.81026,                0.98069,              0.0015927,              0.0015927,              0.0015927
                     47,                 1.8438,                 1.4563,                 1.3101,                0.62202,                0.70588,                0.63491,                0.42431,                 1.0861,                0.75478,                0.95114,              0.0015911,              0.0015911,              0.0015911
                     48,                 1.8253,                 1.4364,                 1.2991,                0.68018,                0.68792,                0.64944,                0.44731,                 1.0899,                0.75889,                0.96441,              0.0015894,              0.0015894,              0.0015894
                     49,                 1.8165,                 1.4329,                 1.3006,                0.73641,                0.67005,                0.67576,                0.48091,                0.97763,                0.70066,                 0.9281,              0.0015878,              0.0015878,              0.0015878
                     50,                 1.8401,                 1.4444,                 1.3029,                0.62213,                 0.6602,                0.60128,                0.42677,                 1.0191,                  0.713,                0.94618,              0.0015861,              0.0015861,              0.0015861
                     51,                 1.8179,                   1.43,                 1.2984,                0.64029,                0.67043,                0.63563,                0.44013,                 1.0156,                0.68231,                 0.9261,              0.0015845,              0.0015845,              0.0015845
                     52,                 1.8197,                 1.4259,                  1.296,                0.66804,                0.65286,                0.62788,                0.44542,                 1.0296,                0.75243,                0.98581,              0.0015828,              0.0015828,              0.0015828
                     53,                 1.8129,                  1.416,                 1.2912,                0.67722,                0.68338,                0.65416,                0.44949,                  1.111,                0.78199,                 0.9641,              0.0015812,              0.0015812,              0.0015812
                     54,                 1.7816,                 1.3999,                  1.273,                0.71148,                0.69328,                0.68306,                0.46569,                 1.0113,                 0.7348,                0.93919,              0.0015795,              0.0015795,              0.0015795
                     55,                 1.7658,                 1.4022,                 1.2736,                 0.6934,                0.65691,                0.66117,                0.46115,                 1.0058,                0.67596,                0.92941,              0.0015779,              0.0015779,              0.0015779
                     56,                   1.78,                 1.4117,                 1.2827,                0.68699,                0.69985,                0.69354,                0.47577,                0.92587,                 0.6522,                0.92546,              0.0015762,              0.0015762,              0.0015762
                     57,                 1.7574,                 1.3849,                 1.2564,                0.73097,                0.66623,                 0.6752,                0.44543,                  1.097,                0.70495,                0.93867,              0.0015746,              0.0015746,              0.0015746
                     58,                  1.787,                  1.395,                 1.2669,                0.64619,                0.73529,                0.66671,                 0.4713,                0.96153,                0.66429,                0.93438,              0.0015729,              0.0015729,              0.0015729
                     59,                 1.7841,                 1.4057,                 1.2808,                0.65876,                0.66623,                0.62685,                0.44371,                 1.0203,                0.66483,                0.94403,              0.0015713,              0.0015713,              0.0015713
                     60,                 1.7834,                 1.3887,                 1.2652,                0.69527,                0.67706,                0.64653,                0.45878,                 0.9702,                0.65553,                0.91372,              0.0015696,              0.0015696,              0.0015696
                     61,                 1.8297,                 1.4278,                 1.2838,                0.68506,                0.68676,                0.66193,                0.42466,                 1.2523,                0.74347,                0.95614,               0.001568,               0.001568,               0.001568
                     62,                 1.7659,                 1.3855,                 1.2553,                 0.7585,                0.68396,                0.69477,                0.47436,                 1.0262,                0.67752,                0.93986,              0.0015663,              0.0015663,              0.0015663
                     63,                 1.7868,                 1.3987,                 1.2669,                0.68265,                0.73858,                0.66301,                0.45859,                 1.0134,                0.67654,                0.93223,              0.0015647,              0.0015647,              0.0015647
                     64,                 1.7876,                 1.4154,                 1.2763,                0.77817,                0.66696,                0.68915,                 0.4984,                0.95427,                0.66051,                0.93465,               0.001563,               0.001563,               0.001563
                     65,                 1.7531,                 1.3945,                  1.264,                0.68246,                 0.7004,                0.63398,                0.45356,                  1.001,                0.66919,                 0.9336,              0.0015614,              0.0015614,              0.0015614
                     66,                 1.7856,                 1.3881,                 1.2612,                0.75066,                0.72597,                0.71077,                0.50229,                0.95614,                0.62772,                0.91142,              0.0015597,              0.0015597,              0.0015597
                     67,                 1.7718,                 1.3965,                 1.2533,                0.69312,                0.67647,                0.66738,                0.45748,                 1.0178,                0.70746,                0.90598,              0.0015581,              0.0015581,              0.0015581
                     68,                 1.7778,                 1.3706,                 1.2541,                0.75151,                0.67928,                0.67194,                 0.4747,                 1.0277,                 0.6788,                0.92988,              0.0015564,              0.0015564,              0.0015564
                     69,                 1.7431,                 1.3721,                 1.2472,                0.72857,                0.66493,                0.66852,                0.47662,                0.99443,                0.66117,                0.92694,              0.0015548,              0.0015548,              0.0015548
                     70,                 1.7914,                 1.3928,                 1.2625,                  0.774,                0.70641,                0.71666,                0.51909,                0.93214,                0.64138,                0.91357,              0.0015531,              0.0015531,              0.0015531
                     71,                 1.7659,                  1.418,                 1.2647,                0.70596,                 0.7247,                0.65699,                0.45941,                 1.0177,                0.78609,                0.95462,              0.0015515,              0.0015515,              0.0015515
                     72,                  1.744,                 1.3626,                 1.2511,                0.70297,                0.69724,                0.67398,                0.46767,                 1.0449,                0.71151,                0.95163,              0.0015498,              0.0015498,              0.0015498
                     73,                 1.7467,                 1.3527,                 1.2441,                0.71925,                0.70223,                0.71078,                0.50909,                0.94318,                0.62904,                0.91977,              0.0015482,              0.0015482,              0.0015482
                     74,                 1.7365,                 1.3515,                 1.2408,                0.76885,                0.71008,                0.71067,                0.48996,                0.93021,                0.62175,                0.90715,              0.0015465,              0.0015465,              0.0015465
                     75,                  1.754,                 1.3607,                 1.2516,                0.69214,                0.76172,                 0.7221,                0.51314,                0.97025,                0.63265,                0.91488,              0.0015449,              0.0015449,              0.0015449
                     76,                 1.7503,                 1.3469,                 1.2348,                0.68879,                0.70917,                0.69765,                0.48012,                0.96452,                 0.6356,                0.92394,              0.0015432,              0.0015432,              0.0015432
                     77,                 1.7313,                 1.3545,                 1.2419,                0.74419,                0.71994,                0.71242,                0.51137,                0.96038,                0.63389,                0.92642,              0.0015416,              0.0015416,              0.0015416
                     78,                 1.7299,                 1.3372,                 1.2457,                0.71904,                 0.7479,                0.72538,                0.49287,                  1.036,                0.61761,                0.92401,              0.0015399,              0.0015399,              0.0015399
                     79,                 1.7534,                   1.38,                 1.2406,                0.77037,                0.69318,                0.74438,                0.52885,                0.97333,                0.65248,                 0.9152,              0.0015383,              0.0015383,              0.0015383
                     80,                 1.7339,                 1.3323,                 1.2454,                0.73636,                0.71849,                0.72952,                0.50613,                0.90508,                0.60025,                0.90965,              0.0015366,              0.0015366,              0.0015366
                     81,                  1.744,                 1.3561,                 1.2334,                0.66838,                0.71849,                0.65398,                0.47471,                0.93253,                0.61646,                0.90915,               0.001535,               0.001535,               0.001535
                     82,                 1.7143,                 1.3318,                 1.2278,                0.71676,                0.72689,                0.68859,                 0.4804,                0.94877,                0.62468,                0.94098,              0.0015333,              0.0015333,              0.0015333
                     83,                 1.6994,                 1.3088,                 1.2128,                0.71466,                0.73109,                0.71901,                 0.4781,                 1.0692,                0.65086,                0.93941,              0.0015317,              0.0015317,              0.0015317
                     84,                  1.721,                 1.3048,                 1.2214,                0.65573,                0.68335,                0.63792,                 0.4445,                 1.0019,                0.64633,                0.94571,                0.00153,                0.00153,                0.00153
                     85,                 1.7276,                 1.3359,                 1.2364,                0.72868,                0.72689,                0.73248,                0.52067,                0.97477,                0.63679,                0.90228,              0.0015284,              0.0015284,              0.0015284
                     86,                 1.6931,                 1.3359,                  1.224,                0.72606,                0.73529,                0.71464,                0.49886,                0.97538,                0.65466,                0.92222,              0.0015267,              0.0015267,              0.0015267
                     87,                 1.7119,                 1.3296,                  1.232,                 0.6742,                0.69381,                0.65696,                0.43455,                 1.1283,                0.70848,                0.94425,              0.0015251,              0.0015251,              0.0015251
                     88,                 1.7405,                 1.3256,                 1.2337,                0.75805,                0.69709,                0.72389,                0.50134,                 1.0609,                0.66302,                0.93433,              0.0015234,              0.0015234,              0.0015234
                     89,                   1.71,                 1.3226,                 1.2233,                0.70995,                0.70168,                0.69618,                0.47868,                 1.0507,                0.67457,                0.93375,              0.0015218,              0.0015218,              0.0015218
                     90,                  1.729,                  1.308,                 1.2215,                 0.8164,                0.70634,                0.74457,                0.51312,                 0.9695,                0.65126,                0.92959,              0.0015201,              0.0015201,              0.0015201
                     91,                 1.7014,                 1.3084,                 1.2116,                0.75253,                 0.7049,                0.71007,                0.48938,                 1.0193,                0.65097,                0.92145,              0.0015185,              0.0015185,              0.0015185
                     92,                 1.7053,                 1.3102,                 1.2203,                0.76251,                0.70588,                0.73883,                0.52364,                0.94135,                0.62189,                0.90358,              0.0015168,              0.0015168,              0.0015168
                     93,                 1.6995,                 1.3113,                  1.222,                0.71979,                0.70168,                0.71816,                0.53146,                0.88439,                0.59207,                0.90254,              0.0015152,              0.0015152,              0.0015152
                     94,                  1.699,                 1.3124,                 1.2234,                0.69952,                0.73018,                0.68752,                0.49432,                0.93687,                0.63319,                0.91456,              0.0015135,              0.0015135,              0.0015135
                     95,                 1.6864,                 1.2976,                 1.2036,                0.72337,                0.72177,                0.69805,                0.49918,                0.92103,                0.62786,                0.90188,              0.0015119,              0.0015119,              0.0015119
                     96,                 1.6783,                  1.298,                 1.2065,                0.73897,                0.68816,                0.69792,                0.49326,                0.90147,                 0.6111,                0.90617,              0.0015102,              0.0015102,              0.0015102
                     97,                  1.695,                 1.2806,                 1.2003,                0.68282,                0.73018,                0.69656,                0.48727,                0.96834,                0.62431,                0.91124,              0.0015086,              0.0015086,              0.0015086
                     98,                  1.687,                 1.2724,                 1.2023,                0.74289,                0.68961,                0.70825,                0.50041,                0.97063,                0.62606,                0.90965,              0.0015069,              0.0015069,              0.0015069
                     99,                 1.6676,                 1.2847,                 1.1998,                0.78458,                0.73583,                0.76197,                0.52546,                0.97447,                0.64018,                0.91051,              0.0015053,              0.0015053,              0.0015053
                    100,                 1.6825,                 1.3096,                  1.214,                0.73788,                0.70496,                0.70438,                 0.5144,                0.91928,                 0.6039,                0.89081,              0.0015036,              0.0015036,              0.0015036
                    101,                 1.6832,                 1.2988,                  1.212,                0.73755,                0.72689,                0.73756,                0.54042,                0.90187,                0.59965,                0.90679,               0.001502,               0.001502,               0.001502
                    102,                  1.704,                 1.2962,                   1.21,                0.75516,                0.68487,                0.74728,                0.53363,                0.87907,                0.57178,                 0.8873,              0.0015003,              0.0015003,              0.0015003
                    103,                 1.6835,                 1.2737,                 1.2037,                0.81326,                0.69236,                0.73572,                0.52736,                0.89718,                0.57879,                 0.8945,              0.0014987,              0.0014987,              0.0014987
                    104,                 1.6765,                 1.2667,                 1.1952,                0.71921,                0.69474,                0.69921,                0.48949,                0.93568,                0.62271,                0.89347,               0.001497,               0.001497,               0.001497
                    105,                 1.6758,                  1.265,                 1.1895,                0.91601,                0.69236,                0.75514,                0.54545,                0.88104,                0.56601,                0.89494,              0.0014954,              0.0014954,              0.0014954
                    106,                 1.6613,                 1.2605,                  1.182,                0.76566,                0.71429,                0.70768,                0.51028,                0.88154,                0.59316,                0.91285,              0.0014937,              0.0014937,              0.0014937
                    107,                 1.6613,                 1.2803,                 1.1994,                0.83398,                0.71245,                0.74656,                0.51746,                0.96818,                0.59814,                0.91473,              0.0014921,              0.0014921,              0.0014921
                    108,                 1.6559,                 1.2567,                 1.1913,                0.84452,                0.72926,                0.76727,                0.54995,                0.94631,                0.59264,                 0.8939,              0.0014904,              0.0014904,              0.0014904
                    109,                 1.6619,                 1.2652,                 1.2043,                 0.9061,                0.68304,                0.75074,                 0.5496,                0.97831,                0.62683,                0.90942,              0.0014888,              0.0014888,              0.0014888
                    110,                 1.6825,                  1.287,                 1.2104,                0.75828,                 0.7261,                0.74616,                0.54383,                  0.952,                0.61179,                0.91826,              0.0014871,              0.0014871,              0.0014871
                    111,                 1.6798,                  1.277,                 1.2067,                0.81293,                0.73014,                0.75658,                0.54955,                0.88237,                0.56743,                0.89049,              0.0014855,              0.0014855,              0.0014855
                    112,                 1.6886,                 1.2704,                 1.1953,                0.81725,                0.69968,                0.74569,                0.55158,                0.89143,                0.58693,                0.89727,              0.0014838,              0.0014838,              0.0014838
                    113,                 1.6958,                 1.2773,                 1.2046,                0.82623,                0.70308,                0.73286,                0.52581,                0.99321,                0.58494,                 0.9228,              0.0014822,              0.0014822,              0.0014822
                    114,                 1.6734,                 1.2579,                 1.1997,                0.79263,                0.69695,                0.75679,                0.54645,                0.93033,                0.59794,                0.89396,              0.0014805,              0.0014805,              0.0014805
                    115,                  1.633,                 1.2271,                 1.1821,                0.78779,                0.73208,                  0.776,                0.55946,                0.88729,                0.57681,                0.90323,              0.0014789,              0.0014789,              0.0014789
                    116,                 1.6505,                  1.243,                 1.1839,                0.75305,                0.73018,                0.71753,                0.51967,                 0.8912,                0.59948,                0.89813,              0.0014772,              0.0014772,              0.0014772
                    117,                 1.6351,                 1.2223,                 1.1792,                0.77117,                0.74003,                0.74827,                0.56169,                0.84695,                0.56367,                0.89666,              0.0014756,              0.0014756,              0.0014756
                    118,                 1.6514,                 1.2331,                 1.1812,                0.76905,                0.74278,                0.75229,                0.52812,                0.99226,                0.58281,                0.90677,              0.0014739,              0.0014739,              0.0014739
                    119,                 1.6274,                 1.2191,                 1.1785,                0.77106,                0.73053,                0.73918,                 0.5316,                0.92223,                0.56315,                0.90274,              0.0014723,              0.0014723,              0.0014723
                    120,                 1.6587,                 1.2456,                 1.1851,                0.83122,                0.73858,                0.75234,                0.53593,                 0.9079,                0.57633,                0.90731,              0.0014706,              0.0014706,              0.0014706
                    121,                 1.6265,                 1.2281,                 1.1804,                 0.8127,                0.71478,                0.76433,                0.55588,                 0.8451,                0.55333,                 0.8886,               0.001469,               0.001469,               0.001469
                    122,                 1.6511,                 1.2462,                 1.2024,                 0.8974,                0.73438,                 0.7814,                0.56331,                0.95643,                0.56551,                0.90695,              0.0014673,              0.0014673,              0.0014673
                    123,                 1.6345,                 1.2245,                 1.1728,                0.83675,                0.74278,                0.77457,                0.57744,                0.83861,                0.54494,                 0.8951,              0.0014657,              0.0014657,              0.0014657
                    124,                  1.615,                 1.2085,                 1.1721,                0.83409,                0.69656,                0.74471,                0.56216,                0.85202,                0.54664,                0.88338,               0.001464,               0.001464,               0.001464
                    125,                  1.635,                 1.2226,                 1.1705,                0.73083,                0.75615,                0.75606,                0.56337,                0.82952,                0.53561,                0.88353,              0.0014624,              0.0014624,              0.0014624
                    126,                 1.6657,                 1.2421,                  1.183,                0.83994,                0.72269,                0.76707,                0.54841,                0.97305,                0.55779,                0.90664,              0.0014607,              0.0014607,              0.0014607
                    127,                 1.6239,                 1.2105,                 1.1688,                0.73203,                 0.7605,                0.74054,                 0.5498,                0.88025,                0.55169,                0.89599,              0.0014591,              0.0014591,              0.0014591
                    128,                 1.6048,                 1.2239,                 1.1782,                0.83059,                0.73254,                0.76138,                0.56418,                0.88774,                0.54197,                0.89374,              0.0014574,              0.0014574,              0.0014574
                    129,                 1.6097,                 1.1933,                  1.163,                0.87497,                0.72689,                0.76831,                0.58055,                0.89826,                0.53829,                0.88588,              0.0014558,              0.0014558,              0.0014558
                    130,                 1.6186,                 1.2001,                 1.1704,                0.87085,                0.73529,                0.77851,                0.57062,                0.86478,                 0.5359,                 0.8712,              0.0014541,              0.0014541,              0.0014541
                    131,                 1.6227,                 1.1856,                 1.1692,                0.85956,                0.73529,                0.76697,                0.56875,                0.87076,                0.51937,                0.88795,              0.0014525,              0.0014525,              0.0014525
                    132,                 1.6126,                 1.1991,                 1.1722,                0.84414,                0.67517,                0.73067,                0.54831,                0.84982,                0.54065,                0.87469,              0.0014508,              0.0014508,              0.0014508
                    133,                 1.5864,                 1.1889,                 1.1671,                0.87521,                0.69656,                 0.7495,                0.57532,                0.82954,                0.52498,                0.87881,              0.0014492,              0.0014492,              0.0014492
                    134,                 1.6327,                 1.1873,                 1.1711,                0.80598,                0.71757,                0.73381,                0.54282,                0.90628,                 0.5433,                0.90352,              0.0014475,              0.0014475,              0.0014475
                    135,                 1.6351,                 1.2271,                 1.1836,                0.78193,                0.70588,                0.74696,                 0.4896,                 1.1643,                0.64026,                0.93881,              0.0014459,              0.0014459,              0.0014459
                    136,                 1.6082,                 1.1967,                 1.1672,                 0.8134,                0.70917,                0.74133,                0.55469,                0.91448,                0.54456,                0.89579,              0.0014442,              0.0014442,              0.0014442
                    137,                 1.6089,                 1.1878,                 1.1642,                0.78934,                 0.7437,                0.76048,                0.53662,                0.96633,                0.56456,                0.89369,              0.0014426,              0.0014426,              0.0014426
                    138,                 1.5994,                 1.1718,                 1.1534,                0.82062,                0.71851,                0.75083,                0.55984,                0.84879,                 0.5341,                0.88393,              0.0014409,              0.0014409,              0.0014409
                    139,                 1.6026,                  1.203,                 1.1746,                0.83844,                0.69608,                0.73165,                0.52601,                0.94959,                0.55902,                0.89425,              0.0014393,              0.0014393,              0.0014393
                    140,                 1.6258,                 1.1986,                 1.1674,                0.79663,                0.72689,                0.75092,                0.55009,                0.87006,                0.53728,                0.88761,              0.0014376,              0.0014376,              0.0014376
                    141,                 1.5818,                 1.1765,                 1.1535,                0.78217,                0.72689,                 0.7356,                0.54891,                0.86678,                 0.5432,                0.88022,               0.001436,               0.001436,               0.001436
                    142,                 1.5975,                 1.1599,                 1.1579,                  0.813,                0.74341,                0.77483,                0.56646,                0.85534,                 0.5383,                0.87659,              0.0014343,              0.0014343,              0.0014343
                    143,                  1.603,                  1.169,                 1.1542,                0.80508,                0.73766,                0.75938,                0.56049,                0.86116,                0.53397,                0.88938,              0.0014327,              0.0014327,              0.0014327
                    144,                 1.5724,                 1.1736,                 1.1577,                 0.7436,                0.70588,                0.70214,                0.52177,                0.84942,                 0.5447,                0.87952,               0.001431,               0.001431,               0.001431
                    145,                 1.5634,                  1.136,                 1.1394,                0.74736,                0.76379,                0.75219,                0.55569,                0.87163,                0.54369,                0.88258,              0.0014294,              0.0014294,              0.0014294
                    146,                 1.5896,                 1.1571,                  1.161,                0.88149,                0.69053,                0.73798,                0.55976,                0.83828,                 0.5184,                 0.8781,              0.0014277,              0.0014277,              0.0014277
                    147,                 1.5758,                 1.1601,                 1.1547,                0.86624,                0.74177,                0.77732,                 0.5891,                0.81714,                 0.5064,                0.86183,              0.0014261,              0.0014261,              0.0014261
                    148,                 1.5738,                   1.15,                 1.1577,                0.77965,                0.71401,                0.72967,                0.53608,                0.88002,                0.55114,                0.87814,              0.0014244,              0.0014244,              0.0014244
                    149,                 1.5638,                 1.1397,                 1.1431,                 0.7986,                0.73529,                0.75979,                0.58057,                0.81222,                0.51463,                0.86589,              0.0014228,              0.0014228,              0.0014228
                    150,                 1.5849,                 1.1589,                 1.1592,                0.74922,                0.74698,                0.76105,                0.56259,                0.81924,                0.50927,                0.87756,              0.0014211,              0.0014211,              0.0014211
                    151,                 1.5617,                 1.1371,                  1.139,                0.83352,                0.73109,                0.76061,                0.56225,                0.83148,                0.51359,                0.86432,              0.0014195,              0.0014195,              0.0014195
                    152,                 1.6081,                  1.167,                 1.1548,                0.80245,                0.69748,                0.72167,                0.54891,                  0.851,                 0.5301,                0.87955,              0.0014178,              0.0014178,              0.0014178
                    153,                 1.5796,                 1.1415,                 1.1479,                0.76974,                0.75918,                0.75384,                0.56338,                0.84197,                0.52152,                0.86508,              0.0014161,              0.0014161,              0.0014161
                    154,                  1.598,                  1.181,                 1.1578,                0.80485,                0.73529,                0.73009,                0.53266,                0.91776,                0.55452,                0.88912,              0.0014145,              0.0014145,              0.0014145
                    155,                  1.567,                 1.1386,                  1.144,                0.84316,                0.70168,                0.75286,                0.54988,                0.84674,                0.51878,                0.87922,              0.0014128,              0.0014128,              0.0014128
